date,username,text,likes,retweets,clean_text,vader_score,vader_label,textblob_score,textblob_label,hf_label,hf_score
2025-11-03T11:17:00,FactCheckAfrica,Media repeating Trump's line without nuance is misleading and harmful. #PrayForNigeria,628,92,medium repeat trump line nuance misleading harmful prayfornigeria,-0.4019,negative,0.0,negative,NEGATIVE,0.9976352453231812
2025-11-03T13:01:00,PeaceNow,"Before Trump reaches Nigeria, fuel go finish for plane. #PrayForNigeria",637,249,trump reaches nigeria fuel finish plane prayfornigeria,0.0516,positive,0.0,negative,NEGATIVE,0.6958006024360657
2025-11-03T19:47:00,NorthCentralVoice,You cannot reduce Nigeria's complex crisis to 'saving Christians'. Trump's statement is reckless. People need to read more before reacting.,559,200,reduce nigeria complex crisis save christians trump statement reckless people need read react,-0.5574,negative,-0.3,negative,NEGATIVE,0.9714189767837524
2025-11-03T11:43:00,WaffiGuy,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. #PrayForNigeria",42,63,summary trump issue warn nigeria official respond observer calm prayfornigeria,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.9729686975479126
2025-11-04T02:45:00,FactCheckAfrica,"Trump oversimplifies our security issues. This is not Hollywood, it's people's lives. #Trump",446,223,trump oversimplifie security issue hollywood people life trump,0.34,positive,0.0,negative,NEGATIVE,0.9687674641609192
2025-11-04T06:21:00,SaveTheChurch,You cannot reduce Nigeria's complex crisis to 'saving Christians'. Trump's statement is reckless. This is getting serious.,763,154,reduce nigeria complex crisis save christians trump statement reckless get,-0.5574,negative,-0.3,negative,NEGATIVE,0.9855412840843201
2025-11-02T21:31:00,DiplomatDesk,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims. #NigeriaDecides,60,80,trump threaten cut aid consider action allege killing christians nigerian government reject claim nigeriadecide,-0.8957,negative,0.1,negative,NEGATIVE,0.9922257661819458
2025-11-03T06:11:00,AbujaInsider,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims. This is getting serious.,96,97,trump threaten cut aid consider action allege killing christians nigerian government reject claim get,-0.8957,negative,0.1,negative,NEGATIVE,0.9894874095916748
2025-11-03T17:06:00,FaithAndFacts,"We need real reforms, not loud threats from abroad. This is getting serious.",376,130,need real reform loud threat abroad get,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9828281402587891
2025-11-03T06:55:00,LagosAnalyst,"Before Trump reaches Nigeria, fuel go finish for plane. This is getting serious.",203,245,trump reaches nigeria fuel finish plane get,0.0516,positive,0.0,negative,POSITIVE,0.9418210387229919
2025-11-03T04:20:00,AfricaPolicyWatch,You cannot reduce Nigeria's complex crisis to 'saving Christians'. Trump's statement is reckless. #Trump,747,234,reduce nigeria complex crisis save christians trump statement reckless trump,-0.5574,negative,-0.3,negative,NEGATIVE,0.9840666055679321
2025-11-03T12:37:00,NorthCentralVoice,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #Trump,443,264,context matter christians muslim victim stop half truth trump,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.8244850039482117
2025-11-03T13:42:00,NaijaStudent,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims. This is getting serious.,137,51,trump threaten cut aid consider action allege killing christians nigerian government reject claim get,-0.8957,negative,0.1,negative,NEGATIVE,0.9894874095916748
2025-11-02T08:43:00,USVoter,"Pray for Nigeria, but also hold leaders accountable at home and abroad.",25,94,pray nigeria hold leader accountable home abroad,0.3182,positive,0.0,negative,POSITIVE,0.985343873500824
2025-11-02T08:16:00,USConservative,Na every issue Trump dey use Nigeria do content. Rest small. #NigeriaDecides,766,290,issue trump dey use nigeria content rest small nigeriadecide,0.0,neutral,-0.25,negative,NEGATIVE,0.9933973550796509
2025-11-03T15:07:00,NaijaVoice,"We need real reforms, not loud threats from abroad. Think about the real people affected.",216,96,need real reform loud threat abroad think real people affect,-0.5267,negative,0.16666666666666666,negative,NEGATIVE,0.9867467880249023
2025-11-02T15:41:00,PolicyNerd,Trump threatening to come into Nigeria 'guns blazing' is a complete insult to our sovereignty. #NigeriaDecides,535,168,trump threaten come nigeria gun blaze complete insult sovereignty nigeriadecide,-0.8074,negative,0.1,negative,NEGATIVE,0.9984129667282104
2025-11-02T09:37:00,WaffiGuy,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. #Trump",181,119,people blame trump christians nigeria suffer speak trump,-0.7096,negative,0.0,negative,NEGATIVE,0.9945641756057739
2025-11-03T06:26:00,DiplomatDesk,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. #PrayForNigeria",459,159,reminder violence nigeria drive multiple factor attack christians prayfornigeria,-0.802,negative,0.0,negative,NEGATIVE,0.988236129283905
2025-11-03T07:07:00,USConservative,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians.",445,201,reminder violence nigeria drive multiple factor attack christians,-0.802,negative,0.0,negative,NEGATIVE,0.9863187074661255
2025-11-03T09:31:00,ArewaCitizen,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. #PrayForNigeria",66,160,people blame trump christians nigeria suffer speak prayfornigeria,-0.7096,negative,0.0,negative,NEGATIVE,0.9950112104415894
2025-11-03T03:09:00,PolicyNerd,We reject Trump's threat. Nigeria is not a playground for US politics. Think about the real people affected.,706,102,reject trump threat nigeria playground politic think real people affect,-0.7269,negative,0.2,negative,NEGATIVE,0.8691901564598083
2025-11-03T10:46:00,FaithAndFacts,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. #Trump",491,95,people blame trump christians nigeria suffer speak trump,-0.7096,negative,0.0,negative,NEGATIVE,0.9945641756057739
2025-11-03T07:43:00,NaijaStudent,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. Think about the real people affected.",533,47,reminder violence nigeria drive multiple factor attack christians think real people affect,-0.802,negative,0.1,negative,NEGATIVE,0.9876419305801392
2025-11-04T05:03:00,NaijaLaw,"Pray for Nigeria, but also hold leaders accountable at home and abroad. Think about the real people affected.",223,150,pray nigeria hold leader accountable home abroad think real people affect,0.3182,positive,0.2,negative,POSITIVE,0.8283311128616333
2025-11-02T23:25:00,BreakingAfrica,You cannot reduce Nigeria's complex crisis to 'saving Christians'. Trump's statement is reckless. #Nigeria,148,166,reduce nigeria complex crisis save christians trump statement reckless nigeria,-0.5574,negative,-0.3,negative,NEGATIVE,0.9924271702766418
2025-11-04T06:20:00,PeaceNow,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. #Nigeria",484,136,people blame trump christians nigeria suffer speak nigeria,-0.7096,negative,0.0,negative,NEGATIVE,0.9943217039108276
2025-11-02T14:15:00,WorldNewsNow,"We need real reforms, not loud threats from abroad. #Nigeria",141,50,need real reform loud threat abroad nigeria,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9795509576797485
2025-11-04T03:03:00,FaithAndFacts,Violence affects Muslims and Christians. Trump's framing is dishonest and dangerous. #Trump,270,58,violence affect muslim christians trump framing dishonest dangerous trump,-0.8979,negative,-0.44999999999999996,negative,NEGATIVE,0.9901100993156433
2025-11-02T17:50:00,NaijaBants,Media repeating Trump's line without nuance is misleading and harmful. Think about the real people affected.,479,210,medium repeat trump line nuance misleading harmful think real people affect,-0.4019,negative,0.2,negative,NEGATIVE,0.997418999671936
2025-11-02T22:20:00,DiplomatDesk,Finally a leader calling out the killing of Christians in Nigeria. Strong words from Trump are needed. #Nigeria,198,175,finally leader call killing christians nigeria strong word trump need nigeria,-0.2732,negative,0.21666666666666667,negative,NEGATIVE,0.5106767416000366
2025-11-02T14:07:00,USConservative,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. #Trump",23,43,summary trump issue warn nigeria official respond observer calm trump,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.9621909856796265
2025-11-03T16:40:00,PolicyNerd,"We need real reforms, not loud threats from abroad. #Trump",377,57,need real reform loud threat abroad trump,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9870820045471191
2025-11-03T04:35:00,MediaWatchNG,"Trump oversimplifies our security issues. This is not Hollywood, it's people's lives. This is getting serious.",545,32,trump oversimplifie security issue hollywood people live get,0.34,positive,0.13636363636363635,negative,NEGATIVE,0.9883584380149841
2025-11-03T22:39:00,NaijaLaw,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #PrayForNigeria,430,90,context matter christians muslim victim stop half truth prayfornigeria,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.9817438125610352
2025-11-04T06:22:00,ArewaCitizen,"Trump oversimplifies our security issues. This is not Hollywood, it's people's lives.",643,148,trump oversimplifie security issue hollywood people life,0.34,positive,0.0,negative,NEGATIVE,0.9827278256416321
2025-11-02T22:54:00,SaveTheChurch,Na every issue Trump dey use Nigeria do content. Rest small.,762,65,issue trump dey use nigeria content rest small,0.0,neutral,-0.25,negative,NEGATIVE,0.9976736903190613
2025-11-03T14:47:00,FactCheckAfrica,No foreign president has the right to threaten invasion. Nigeria is a sovereign state.,627,124,foreign president right threaten invasion nigeria sovereign state,-0.3818,negative,0.08035714285714285,negative,NEGATIVE,0.9442785382270813
2025-11-02T08:30:00,GlobalObserver,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. This is getting serious.,52,75,develop story trump comment nigeria spark diplomatic reaction home abroad get,0.2263,positive,0.0,negative,POSITIVE,0.9919328093528748
2025-11-02T23:32:00,SaveTheChurch,"Pray for Nigeria, but also hold leaders accountable at home and abroad. #NigeriaDecides",299,80,pray nigeria hold leader accountable home abroad nigeriadecide,0.3182,positive,0.0,negative,NEGATIVE,0.9790490865707397
2025-11-03T10:13:00,AnalystEU,"Before Trump reaches Nigeria, fuel go finish for plane. #Trump",271,191,trump reaches nigeria fuel finish plane trump,0.0516,positive,0.0,negative,POSITIVE,0.9523256421089172
2025-11-03T15:30:00,ArewaCitizen,Trump is right to warn Nigeria. Someone has to stand for persecuted Christians. #NigeriaDecides,219,161,trump right warn nigeria stand persecute christian nigeriadecide,-0.5423,negative,0.14285714285714285,negative,NEGATIVE,0.9627205729484558
2025-11-03T00:51:00,LagosAnalyst,Na every issue Trump dey use Nigeria do content. Rest small. This is getting serious.,643,50,issue trump dey use nigeria content rest small get,0.0,neutral,-0.25,negative,NEGATIVE,0.995508074760437
2025-11-02T10:28:00,USVoter,"Trump oversimplifies our security issues. This is not Hollywood, it's people's lives. This is getting serious.",542,250,trump oversimplifie security issue hollywood people live get,0.34,positive,0.13636363636363635,negative,NEGATIVE,0.9883584380149841
2025-11-03T05:10:00,FaithAndFacts,"Ordinary Nigerians will suffer the consequences of this rhetoric, not the politicians. #PrayForNigeria",165,77,ordinary nigerians suffer consequence rhetoric politician prayfornigeria,-0.5423,negative,-0.25,negative,NEGATIVE,0.9946398138999939
2025-11-03T23:09:00,NorthCentralVoice,We reject Trump's threat. Nigeria is not a playground for US politics. #Trump,66,294,reject trump threat nigeria playground politic trump,-0.7269,negative,0.0,negative,NEGATIVE,0.9329155683517456
2025-11-03T06:22:00,USVoter,You cannot reduce Nigeria's complex crisis to 'saving Christians'. Trump's statement is reckless. #Nigeria,464,39,reduce nigeria complex crisis save christians trump statement reckless nigeria,-0.5574,negative,-0.3,negative,NEGATIVE,0.9924271702766418
2025-11-03T16:41:00,PolicyNerd,Trump said 'guns blazing'? Abeg make una no use our country do action film. #Nigeria,558,238,trump say gun blaze abeg una use country action film nigeria,-0.34,negative,0.1,negative,NEGATIVE,0.9900679588317871
2025-11-04T03:23:00,GlobalObserver,"Pray for Nigeria, but also hold leaders accountable at home and abroad. This is getting serious.",194,120,pray nigeria hold leader accountable home abroad get,0.3182,positive,0.0,negative,POSITIVE,0.5669883489608765
2025-11-02T12:16:00,WaffiGuy,Trump threatening to come into Nigeria 'guns blazing' is a complete insult to our sovereignty.,783,10,trump threaten come nigeria gun blaze complete insult sovereignty,-0.8074,negative,0.1,negative,NEGATIVE,0.9987127780914307
2025-11-03T07:01:00,NaijaVoice,This language sets a dangerous precedent for US–Africa relations. People need to read more before reacting.,709,168,language set dangerous precedent africa relations people need read react,-0.4767,negative,-0.6,negative,NEGATIVE,0.9847159385681152
2025-11-03T17:55:00,NaijaLaw,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. #Nigeria",99,75,people blame trump christians nigeria suffer speak nigeria,-0.7096,negative,0.0,negative,NEGATIVE,0.9943217039108276
2025-11-03T17:00:00,NaijaLaw,"Pray for Nigeria, but also hold leaders accountable at home and abroad. #Nigeria",240,138,pray nigeria hold leader accountable home abroad nigeria,0.3182,positive,0.0,negative,POSITIVE,0.9817265868186951
2025-11-02T08:43:00,GlobalObserver,Trump is right to warn Nigeria. Someone has to stand for persecuted Christians. #PrayForNigeria,167,89,trump right warn nigeria stand persecute christians prayfornigeria,-0.5423,negative,0.2857142857142857,negative,NEGATIVE,0.9666023254394531
2025-11-03T01:54:00,FactCheckAfrica,"Ordinary Nigerians will suffer the consequences of this rhetoric, not the politicians. #NigeriaDecides",156,40,ordinary nigerians suffer consequence rhetoric politician nigeriadecide,-0.5423,negative,-0.25,negative,NEGATIVE,0.997601330280304
2025-11-03T01:58:00,DiplomatDesk,Trump said 'guns blazing'? Abeg make una no use our country do action film.,563,102,trump say gun blaze abeg una use country action film,-0.34,negative,0.1,negative,NEGATIVE,0.9910910129547119
2025-11-03T07:37:00,AnalystEU,We reject Trump's threat. Nigeria is not a playground for US politics. People need to read more before reacting.,85,173,reject trump threat nigeria playground politic people need read react,-0.7269,negative,0.0,negative,NEGATIVE,0.9612089395523071
2025-11-03T10:57:00,LagosAnalyst,"Pray for Nigeria, but also hold leaders accountable at home and abroad.",135,119,pray nigeria hold leader accountable home abroad,0.3182,positive,0.0,negative,POSITIVE,0.985343873500824
2025-11-02T12:01:00,PeaceNow,"We need real reforms, not loud threats from abroad. People need to read more before reacting.",278,11,need real reform loud threat abroad people need read react,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9917064905166626
2025-11-04T02:56:00,NaijaBants,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. #Nigeria",51,57,summary trump issue warn nigeria official respond observer calm nigeria,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.9759357571601868
2025-11-02T23:59:00,FaithAndFacts,"Ordinary Nigerians will suffer the consequences of this rhetoric, not the politicians. #Nigeria",284,135,ordinary nigerians suffer consequence rhetoric politician nigeria,-0.5423,negative,-0.25,negative,NEGATIVE,0.993337869644165
2025-11-02T12:07:00,USVoter,"We need real reforms, not loud threats from abroad. People need to read more before reacting.",64,68,need real reform loud threat abroad people need read react,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9917064905166626
2025-11-02T10:51:00,BreakingAfrica,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #Nigeria,183,37,develop story trump comment nigeria spark diplomatic reaction home abroad nigeria,0.2263,positive,0.0,negative,POSITIVE,0.9965289235115051
2025-11-03T03:16:00,WorldNewsNow,This language sets a dangerous precedent for US–Africa relations.,569,88,language set dangerous precedent africa relations,-0.4767,negative,-0.6,negative,NEGATIVE,0.9507098197937012
2025-11-04T00:35:00,NaijaStudent,Trump is right to warn Nigeria. Someone has to stand for persecuted Christians. #Nigeria,297,109,trump right warn nigeria stand persecute christians nigeria,-0.5423,negative,0.2857142857142857,negative,NEGATIVE,0.9254326224327087
2025-11-04T04:10:00,BreakingAfrica,"We need real reforms, not loud threats from abroad. This is getting serious.",272,20,need real reform loud threat abroad get,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9828281402587891
2025-11-03T15:51:00,BreakingAfrica,Media repeating Trump's line without nuance is misleading and harmful. #NigeriaDecides,533,151,medium repeat trump line nuance misleading harmful nigeriadecide,-0.4019,negative,0.0,negative,NEGATIVE,0.9966990351676941
2025-11-03T02:08:00,LagosAnalyst,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims. Think about the real people affected.,21,7,trump threaten cut aid consider action allege killing christians nigerian government reject claim think real people affect,-0.8957,negative,0.15000000000000002,negative,NEGATIVE,0.9900661706924438
2025-11-04T00:05:00,AbujaInsider,Na every issue Trump dey use Nigeria do content. Rest small. #PrayForNigeria,738,51,issue trump dey use nigeria content rest small prayfornigeria,0.0,neutral,-0.25,negative,NEGATIVE,0.9945817589759827
2025-11-02T16:28:00,DiplomatDesk,"We need real reforms, not loud threats from abroad.",28,99,need real reform loud threat abroad,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9868394732475281
2025-11-02T18:28:00,AbujaInsider,"Before Trump reaches Nigeria, fuel go finish for plane. #NigeriaDecides",654,129,trump reaches nigeria fuel finish plane nigeriadecide,0.0516,positive,0.0,negative,NEGATIVE,0.9486352801322937
2025-11-03T18:09:00,DiplomatDesk,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. This is getting serious.,118,46,develop story trump comment nigeria spark diplomatic reaction home abroad get,0.2263,positive,0.0,negative,POSITIVE,0.9919328093528748
2025-11-04T01:14:00,NaijaLaw,Media repeating Trump's line without nuance is misleading and harmful. #PrayForNigeria,513,114,medium repeat trump line nuance misleading harmful prayfornigeria,-0.4019,negative,0.0,negative,NEGATIVE,0.9976352453231812
2025-11-03T18:11:00,WorldNewsNow,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. #Nigeria",477,196,people blame trump christians nigeria suffer speak nigeria,-0.7096,negative,0.0,negative,NEGATIVE,0.9943217039108276
2025-11-04T07:32:00,FactCheckAfrica,"Pray for Nigeria, but also hold leaders accountable at home and abroad.",253,15,pray nigeria hold leader accountable home abroad,0.3182,positive,0.0,negative,POSITIVE,0.985343873500824
2025-11-03T09:17:00,MediaWatchNG,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #Trump,710,170,context matter christians muslim victim stop half truth trump,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.8244850039482117
2025-11-03T13:16:00,NorthCentralVoice,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. Think about the real people affected.",97,144,people blame trump christians nigeria suffer speak think real people affect,-0.7096,negative,0.2,negative,NEGATIVE,0.9914445281028748
2025-11-03T09:21:00,NorthCentralVoice,Trump said 'guns blazing'? Abeg make una no use our country do action film.,309,17,trump say gun blaze abeg una use country action film,-0.34,negative,0.1,negative,NEGATIVE,0.9910910129547119
2025-11-03T03:09:00,NorthCentralVoice,Na every issue Trump dey use Nigeria do content. Rest small. This is getting serious.,550,234,issue trump dey use nigeria content rest small get,0.0,neutral,-0.25,negative,NEGATIVE,0.995508074760437
2025-11-03T09:26:00,MediaWatchNG,Media repeating Trump's line without nuance is misleading and harmful. #PrayForNigeria,66,121,medium repeat trump line nuance misleading harmful prayfornigeria,-0.4019,negative,0.0,negative,NEGATIVE,0.9976352453231812
2025-11-03T02:10:00,FaithAndFacts,Media repeating Trump's line without nuance is misleading and harmful. #Nigeria,792,47,medium repeat trump line nuance misleading harmful nigeria,-0.4019,negative,0.0,negative,NEGATIVE,0.9976927042007446
2025-11-04T00:47:00,HumanRightsWatch,"We need real reforms, not loud threats from abroad. #Trump",202,132,need real reform loud threat abroad trump,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9870820045471191
2025-11-03T22:22:00,AnalystEU,"People blame Trump, but Christians in Nigeria are suffering. At least he is speaking. People need to read more before reacting.",385,40,people blame trump christians nigeria suffer speak people need read react,-0.7096,negative,0.0,negative,NEGATIVE,0.996768593788147
2025-11-03T18:51:00,FactCheckAfrica,"Whatever our internal issues, military threats from Trump are unacceptable. #Trump",647,99,internal issue military threat trump unacceptable trump,-0.7506,negative,-0.05,negative,NEGATIVE,0.9852784872055054
2025-11-02T08:33:00,PeaceNow,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. Think about the real people affected.,52,55,develop story trump comment nigeria spark diplomatic reaction home abroad think real people affect,0.2263,positive,0.2,negative,POSITIVE,0.9970661997795105
2025-11-03T13:48:00,GlobalObserver,"Before Trump reaches Nigeria, fuel go finish for plane.",773,157,trump reaches nigeria fuel finish plane,0.0516,positive,0.0,negative,POSITIVE,0.9772058725357056
2025-11-04T04:01:00,NaijaLaw,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. This is getting serious.",739,155,reminder violence nigeria drive multiple factor attack christians get,-0.802,negative,0.0,negative,NEGATIVE,0.9817118644714355
2025-11-03T13:58:00,FaithAndFacts,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims. This is getting serious.,12,57,trump threaten cut aid consider action allege killing christians nigerian government reject claim get,-0.8957,negative,0.1,negative,NEGATIVE,0.9894874095916748
2025-11-03T05:14:00,SaveTheChurch,Finally a leader calling out the killing of Christians in Nigeria. Strong words from Trump are needed. #Trump,362,34,finally leader call killing christians nigeria strong word trump need trump,-0.2732,negative,0.21666666666666667,negative,NEGATIVE,0.8794435262680054
2025-11-03T07:55:00,DiplomatDesk,This language sets a dangerous precedent for US–Africa relations. #Nigeria,177,138,language set dangerous precedent africa relations nigeria,-0.4767,negative,-0.6,negative,NEGATIVE,0.9516237378120422
2025-11-04T04:29:00,FaithAndFacts,"Whatever our internal issues, military threats from Trump are unacceptable. This is getting serious.",138,34,internal issue military threat trump unacceptable get,-0.7506,negative,-0.05,negative,NEGATIVE,0.9973605275154114
2025-11-02T12:58:00,NaijaVoice,"Reminder: violence in Nigeria is driven by multiple factors, not only attacks on Christians. #NigeriaDecides",106,206,reminder violence nigeria drive multiple factor attack christians nigeriadecide,-0.802,negative,0.0,negative,NEGATIVE,0.9918892979621887
2025-11-03T00:28:00,BreakingAfrica,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims. #Nigeria,10,49,trump threaten cut aid consider action allege killing christians nigerian government reject claim nigeria,-0.8957,negative,0.1,negative,NEGATIVE,0.9895875453948975
2025-11-02T11:23:00,PolicyNerd,"Whatever our internal issues, military threats from Trump are unacceptable. People need to read more before reacting.",725,130,internal issue military threat trump unacceptable people need read react,-0.7506,negative,-0.05,negative,NEGATIVE,0.9977506995201111
2025-11-04T00:29:00,AfricaPolicyWatch,Media repeating Trump's line without nuance is misleading and harmful. People need to read more before reacting.,391,261,medium repeat trump line nuance misleading harmful people need read react,-0.4019,negative,0.0,negative,NEGATIVE,0.997550904750824
2025-11-04T06:20:00,BreakingAfrica,This language sets a dangerous precedent for US–Africa relations. #Trump,560,114,language set dangerous precedent africa relation trump,-0.4767,negative,-0.6,negative,NEGATIVE,0.9529573321342468
2025-11-02T13:17:00,GlobalObserver,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #NigeriaDecides,366,16,context matter christians muslim victim stop half truth nigeriadecide,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.9866612553596497
2025-11-03T07:29:00,HumanRightsWatch,Context matters: both Christians and Muslims have been victims. Stop using half-truths. #NigeriaDecides,621,271,context matter christians muslim victim stop half truth nigeriadecide,-0.2263,negative,-0.12083333333333333,negative,NEGATIVE,0.9866612553596497
2025-11-02T23:22:00,MediaWatchNG,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims.,27,86,trump threaten cut aid consider action allege killing christians nigerian government reject claim,-0.8957,negative,0.1,negative,NEGATIVE,0.9891372323036194
2025-11-03T00:48:00,USConservative,"We need real reforms, not loud threats from abroad. Think about the real people affected.",60,3,need real reform loud threat abroad think real people affect,-0.5267,negative,0.16666666666666666,negative,NEGATIVE,0.9867467880249023
2025-11-04T04:06:00,AbujaInsider,"Pray for Nigeria, but also hold leaders accountable at home and abroad. Think about the real people affected.",21,34,pray nigeria hold leader accountable home abroad think real people affect,0.3182,positive,0.2,negative,POSITIVE,0.8283311128616333
2025-11-02T18:37:00,BreakingAfrica,Trump threatens to cut aid and consider action over alleged killings of Christians; Nigerian government rejects the claims. #Nigeria,140,49,trump threaten cut aid consider action allege killing christians nigerian government reject claim nigeria,-0.8957,negative,0.1,negative,NEGATIVE,0.9895875453948975
2025-11-03T22:46:00,USConservative,"Before Trump reaches Nigeria, fuel go finish for plane. Think about the real people affected.",436,48,trump reaches nigeria fuel finish plane think real people affect,0.0516,positive,0.2,negative,NEGATIVE,0.571357250213623
2025-11-02T23:54:00,NaijaBants,"We need real reforms, not loud threats from abroad. #PrayForNigeria",183,84,need real reform loud threat abroad prayfornigeria,-0.5267,negative,0.15000000000000002,negative,NEGATIVE,0.9917969703674316
2025-11-02T21:36:00,PolicyNerd,No foreign president has the right to threaten invasion. Nigeria is a sovereign state. People need to read more before reacting.,275,21,foreign president right threaten invasion nigeria sovereign state people need read react,-0.3818,negative,0.08035714285714285,negative,NEGATIVE,0.9583092331886292
2025-11-04T01:16:00,FactCheckAfrica,Violence affects Muslims and Christians. Trump's framing is dishonest and dangerous. Think about the real people affected.,638,296,violence affect muslim christians trump framing dishonest dangerous think real people affect,-0.8979,negative,-0.2333333333333333,negative,NEGATIVE,0.9932162165641785
2025-11-04T01:22:00,SaveTheChurch,Finally a leader calling out the killing of Christians in Nigeria. Strong words from Trump are needed. #Trump,485,160,finally leader call killing christians nigeria strong word trump need trump,-0.2732,negative,0.21666666666666667,negative,NEGATIVE,0.8794435262680054
2025-11-02T23:42:00,PeaceNow,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #Nigeria,71,38,develop story trump comment nigeria spark diplomatic reaction home abroad nigeria,0.2263,positive,0.0,negative,POSITIVE,0.9965289235115051
2025-11-02T12:43:00,FaithAndFacts,"SUMMARY: Trump issues warning to Nigeria, officials respond, observers call for calm. #Nigeria",181,80,summary trump issue warn nigeria official respond observer calm nigeria,0.2263,positive,0.30000000000000004,negative,NEGATIVE,0.9759357571601868
2025-11-02T18:09:00,MediaWatchNG,No foreign president has the right to threaten invasion. Nigeria is a sovereign state. #Nigeria,721,88,foreign president right threaten invasion nigeria sovereign state nigeria,-0.3818,negative,0.08035714285714285,negative,NEGATIVE,0.941706657409668
2025-11-03T02:41:00,LagosAnalyst,Developing story: Trump comments on Nigeria spark diplomatic reactions at home and abroad. #PrayForNigeria,72,79,develop story trump comment nigeria spark diplomatic reaction home abroad prayfornigeria,0.2263,positive,0.0,negative,POSITIVE,0.9947623610496521
2025-11-03T22:57:00,LagosAnalyst,Na every issue Trump dey use Nigeria do content. Rest small. #NigeriaDecides,472,102,issue trump dey use nigeria content rest small nigeriadecide,0.0,neutral,-0.25,negative,NEGATIVE,0.9933973550796509
2025-11-02T15:48:00,WorldNewsNow,Finally a leader calling out the killing of Christians in Nigeria. Strong words from Trump are needed. Think about the real people affected.,201,76,finally leader call killing christians nigeria strong word trump need think real people affect,-0.2732,negative,0.2111111111111111,negative,POSITIVE,0.985898494720459
2025-11-03T10:41:00,NaijaStudent,"Trump oversimplifies our security issues. This is not Hollywood, it's people's lives. People need to read more before reacting.",172,248,trump oversimplifie security issue hollywood people live people need read react,0.34,positive,0.13636363636363635,negative,NEGATIVE,0.9889668822288513
2025-11-02T19:52:00,AbujaInsider,No foreign president has the right to threaten invasion. Nigeria is a sovereign state. #Nigeria,714,141,foreign president right threaten invasion nigeria sovereign state nigeria,-0.3818,negative,0.08035714285714285,negative,NEGATIVE,0.941706657409668
2025-11-02T13:23:00,FaithAndFacts,You cannot reduce Nigeria's complex crisis to 'saving Christians'. Trump's statement is reckless. #NigeriaDecides,586,265,reduce nigeria complex crisis save christians trump statement reckless nigeriadecide,-0.5574,negative,-0.3,negative,NEGATIVE,0.988514244556427
2025-11-02T10:51:00,FactCheckAfrica,"Ordinary Nigerians will suffer the consequences of this rhetoric, not the politicians. #Nigeria",387,50,ordinary nigerians suffer consequence rhetoric politician nigeria,-0.5423,negative,-0.25,negative,NEGATIVE,0.993337869644165
